industry_match,certifications,domestic_sourcing,revenue_size,erp_mrp,part_complexity,active_rfq,fast_procurement,reshoring_digital,warm_connection,strategic_account,negatives,subtotal_A,subtotal_B,subtotal_C,subtotal_D,negative_points,total_score,priority_tier,segment,pitch,next_step,Name,Website,Location,Company Type,Company Size (est.),Categories,Description
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,"RWI is a well-established player in the aerospace and defense sectors, with a strong commitment to quality and precision manufacturing. Their ITAR approval and ISO 9001 certification further enhance their credibility in these critical industries.",Consider reaching out to discuss potential collaboration opportunities and how our SaaS platform can support their operational needs.,RWI / Ron Witherspoon Inc,www.rwinc.com,"Campbell, California",,75.0,"Electro-Mechanical Assembly,Machining,Sheet Metal","FULL SERVICE PRECISION MACHINING - CALIFORNIA ITAR approved - ISO 9001 certified, Woman Owned Since 1977, Ron Witherspoon, Inc. has been at the forefront of precision metal and plastic manufacturing for the high tech, medical, aerospace, and defense industries. We have been successful all these years by consistently delivering quality products on time and on budget, while also taking on, and successfully completing, many jobs that other metal and plastic manufacturers have deemed ""impossible"". RWI has extensive experience in all types of metals and plastics—from the most common steel and aluminum alloys to more exotic materials such as tungsten, titanium, beryllium copper, and Glidcop. SERVICES: · Precision CNC MILLING · Precision CNC TURNING · 5 - Axis · Micro-Milling · Micro-Turning · Screw Machining · EDM o Sinker o Wire o Fine Wire · WATERJET · MANUFACTURING CONSULTATION · DESIGN ENGINEERING · RESEARCH DEVELOPMENT · INSPECTION RWI's Quality Policy ""RWI is committed to the delivery of product that meets or exceeds the customer's expectations, as well as all relevant requirements, and to the continual improvement of all business functions and processes."" - Monica Witherspoon, CEO Owner, Ron Witherspoon, Inc. We welcome your emails or calls; to see more of what RWI is all about, please go to our website www.rwinc.com . We have a ""Part Sizes"" guide within our website to find the right option for you - please visit our website for more information - www.rwinc.com"
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,General Manufacturing,"Inland Metal Technologies is a seasoned fabricator with a strong focus on quality and precision, serving critical industries such as aerospace and medical. With AS9100D and ISO 9001 certifications, they are well-equipped to meet stringent requirements.",Consider reaching out to discuss potential collaboration opportunities and explore their capabilities further.,Inland Metal Technologies,https://inlandmetal.com/,California,,174.0,"Fabrication,Machining,Sheet Metal","Founded in 1964 and located in the San Francisco Bay Area, Inland is a fabricator, born and bred to serve exacting customers with stringent requirements. Highlighted capabilities include automated punch/laser combo, robotic and ATC press brakes, 5-axis machining, laser welding, robotic welding, 5-stage wash powder coating, and clean room assembly. Our typical customer isn't from a single industry (we build for aero & defense, medical, semiconductor, and EV just to name a few) but they have strict quality requirements and need a nimble supplier able to keep up with delivery demands despite engineering changes or whatever other complication gets thrown in. We're AS9100D/ISO9001:2015 certified and ITAR registered. If you're particular and have a part/project/program in need of a capable manufacturer, we may just be the shop for you."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,"Calwest Manufacturing is a strong player in the Aerospace sector with AS9100 certification, ensuring high-quality standards. Their expertise in machining and fabrication positions them well for complex projects.",Consider reaching out to discuss potential collaboration opportunities in aerospace projects.,Calwest Manufacturing,https://www.calwestmfg.com/,"Fontana, California",,,"Engineering & Design Services,Fabrication,Machining,Sheet Metal,Tube Modification","Calwest Manufacturing is an AS9100 accredited company serving several industries. Our focus is Job Shop / Prototype / Production projects. Services include Machining, Welding, Plate Laser Cutting, Plate Forming, Tube Laser Cutting, and Tube Forming."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,Cummins Aerospace has a strong foundation in precision machining with a focus on aerospace components. Their compliance with ITAR and extensive experience positions them as a reliable partner in the aerospace sector.,Consider reaching out to discuss potential collaboration opportunities in aerospace projects.,Cummins Aerospace,https://www.cumminsaerospace.com/,"Anaheim, California",,35.0,Machining,"CUMMINS Aerospace has a lineage in precision machining dating back over 50 years. We are proud to state our ""TEAM"" has been developed by a family of engineers who continue to pass along the science of engineering to future generations. We pride ourselves on being a single source solution meeting our customers needs for testing, engineering, manufacturing, assembly and any specialized programs or partnering opportunities. The reputation of our quality is based on decades of precision machining experience. Our modern facility combined with state of the art technology and equipment propel our skills to a wide variety of materials such as Aluminum alloys, Copper alloys, including Beryllium Copper, Stainless Steel, High Heat-Treat/Tensile materials up to 300kpsi, 300M, Titanium, Lightweight Composites, Phenolics and Plastics. Our organization complies with the requirements as set forth by the Arms Export Control Act (A.E.C.A.) and International Traffic in Arms Regulations (I.T.A.R.) and is registered through the D.D.T.C. We utilize statistical analysis to monitor and record all processes, procedures, operations and job functions throughout our facility. We have data, drawings and specifications for the majority of aircraft flying today including legacy data of discontinued aerospace components."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Medical,"3D TEK CNC, Inc. specializes in high-precision machining for critical industries such as medical devices and aerospace. Their ISO compliance and ITAR registration position them as a reliable partner for quality manufacturing needs.",Consider reaching out to discuss potential collaborations in precision machining for medical devices.,3D TEK CNC INC.,https://www.3dtekcnc.com/,"Ventura, California",,30.0,Machining,"3D TEK CNC, Inc., located in Ventura, California, is a premier precision machine shop specializing in high-precision machining for industries such as medical devices, aerospace, MEMS technology, and particle accelerators. With over 35 years of experience, they offer services including 5-axis CNC milling, precision EDM, ultrasonic polishing, and micro glass bead blasting. Their facility is equipped with advanced machinery like Kitamura Mytrunnion 4G 5-axis machines and Hexagon Optiv Performance 443 multisensor CMMs, ensuring exceptional dimensional accuracy. 3D TEK CNC is ISO compliant and ITAR registered, capable of handling materials such as Titanium 6AL-4V, Niobium, Polysulfone, and PEEK. They provide both prototype and production volumes, focusing on delivering high-quality components on schedule to meet customer needs."
0,20,0,0,10,0,0,0,0,0,0,[],20,10,0,0,0,30,Disqualified,General Manufacturing,Senga Engineering is a certified provider of precision-machined components with a strong commitment to quality. Their expertise in CNC machining positions them well for collaboration in various manufacturing sectors.,Consider reaching out to Senga Engineering to explore potential partnership opportunities and assess their capabilities further.,Senga Engineering,www.senga-eng.com,"Santa Ana, California",,35.0,Machining,"AS9100 Rev C Certified ISO 9001:2008 Registered ITAR Certified Senga Engineering, founded in 1979, is a privately held company located in Santa Ana, California. Originally the company was established as a machine shop specializing in the production of metal and plastic components for the connector industry. Today Senga Engineering is a world-class provider of precision-machined components to a broad range of companies and industries. Over the years, Senga has worked with many of the world's major manufacturers and systems integrators as a second and third tier supplier supporting requirements from Aerospace to Automotive. SERVICES: CNC 5-Axis Milling CNC Multi-Axis Turning Horizontal Milling Broaching and Ramping Solidworks Mastercam ESPIRIT and Vericut Software Brown Sharpe CMM Smartscope Optical Inspection ERP System Just in Time Services KANBAN Short Run or Production Capability Value Added Services Plating, Anodizing, Passivation, Heat Treating QUALITY POLICY: Senga Engineering is committed to supplying precision machined components that fully satisfy our customers' requirements. We position ourselves to achieve profitable growth by fostering an environment focused on continually improving the effectiveness of our Quality Management System and improving employee skills. EQUIPMENT: Please review our extensive equipment list either on our website or on the link provided. Please visit our website www.senga-eng.com for an extensive review of our company. We, at Senga Engineering appreciate your consideration!"
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,Accuturn Corporation is a well-established player in the Aerospace sector with strong certifications in ISO 9001 and AS 9100. Their commitment to quality and precision machining positions them as a reliable partner for manufacturing needs.,Engage with Accuturn to explore potential collaboration opportunities and assess their current procurement needs.,Accuturn Corporation,https://accuturninc.com/,"Riverside, California",,75.0,Machining,"CCUTURN CORPORATION is a privately held company that was founded in Riverside California on July 18, 1974. Since the beginning, the management of Accuturn took great pride in the manufacturing of both short and long run production requirements. Accuturn operates with the newest CNC Swiss automatics available in the marketplace. Most of the machines are within 5 years of age, and the majority of staff have been employed for over 15 years. We operate two shifts, which covers 24 hour production each and every day. Our commitment to offer our customers, timely and competitively priced machined parts have given Accuturn Corporation the ranking as the 9th largest Aerospace and Military Contractor in the Inland Empire. In addition to the strict internal guidelines set by management, we are ISO 9001 and AS 9100 Certified. We are also adhering to the standards of military specification for: MIL-1-45208A *ML-STD-105D *MIL-STD-45662 *MIL-STD-767C.All types of steel, alloys, formulated plastics, glass and composites can be precision machined at the facility. The range of our machine turning capability is from 0.0005"", up to 1.25""."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,General Manufacturing,"Vista Industrial Products, Inc. is a well-established precision contract manufacturer with a strong focus on quality and compliance. Their expertise in serving the defense and medical sectors positions them as a valuable partner for high-stakes projects.",Consider reaching out to discuss potential collaboration opportunities in the defense and medical sectors.,"Vista Industrial Products, Inc.",https://www.vista-industrial.com/,"Vista, California",,174.0,"Fabrication,Machining,Sheet Metal,Stamping,Tube Modification","Vista Industrial Products, Inc. (VIP), established in 1956 and headquartered in Vista, California, is a leading precision contract manufacturer specializing in sheet metal fabrication, CNC machining, welding, and mechanical assembly. Operating from a 153,000 sq. ft. facility, VIP offers vertically integrated services including in-house powder coating, wet painting, and chemical film finishing. Their comprehensive capabilities encompass prototyping, full-scale production, and value-added engineering support, catering to industries such as defense, medical, clean technology, and commercial sectors. With ISO 9001:2015 certification, ITAR registration, and NIST SP 800-171 compliance, VIP is committed to delivering high-quality, secure, and efficient manufacturing solutions."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,"Peerless Precision Inc specializes in precision machined components for critical industries such as Aerospace and Defense. With certifications like AS9100D and ISO9001:2015, they demonstrate a commitment to quality and compliance.",Consider reaching out to discuss potential collaboration opportunities and how our platform can enhance their operational efficiency.,Peerless Precision Inc,https://www.peerlessprecision.com/,"Westfield, Massachusetts",Job Shop / Contract Manufacturer,30.0,"Fabrication,Machining","Peerless Precision, Inc. (PPI) is a small, 28 person job shop that specializes in the manufacture of small, precision machined components for the Aerospace, Defense, Medical Device and Commercial Optics Industries. We are extremely competent when tolerances of .0001"" or better are required and are able to deliver 1 helium light band in flatness, .000005"" in roundness and .003"" wall thickness. PPI is ITAR and SAM registered and certified under both AS9100D and ISO9001:2015. Our services range from prototyping through low volume production runs, assemblies and project management. We work with both raw stock (titanium, stainless and tool steels, aluminum, carbides, invar, etc.), plastics (rulon, ryton, vespel, etc.) and castings, all machined to precision tolerances. PPI is a dock to stock supplier to Triumph Engine Control Systems in West Hartford, CT., and a critical components supplier to FLIR Systems, Inc. in Billerica, MA and Goleta, CA. We also serve such clients as Eaton Aerospace, Zygo Corporation (A Division of Ametek), SeaCorp, Southeastern Technologies, Pivot Technologies and many others. Many of the components we manufacture are used in fuel and engine systems, thermal imaging and night vision equipment, bone drills, prosthetics and optical measuring equipment. Where companies are looking to consolidate their vendor base, PPI's project management skill in working with 30 other local precision machine shops and special process houses offers total, single source capability. Those shops add screw machine, large part manufacture, complex housing manufacture, welding and much more to PPI's broad internal capabilities. Additionally, PPI works with firms providing reverse engineering services enabling us to produce low volume, legacy parts at competitive prices."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,"Abaca MFG is a precision manufacturing firm with a strong focus on aerospace and military sectors, backed by ISO compliance. Their advanced capabilities in CNC machining and assembly make them a reliable partner for complex projects.",Consider reaching out to discuss potential collaboration opportunities in aerospace projects.,Abaca MFG,https://www.abacamfg.com/,"Garden Grove, California",,30.0,"Electro-Mechanical Assembly,Fabrication,Machining,Sheet Metal,Springs & Wire Forming,Tube Modification,Wire Harness","Abaca MFG is a versatile precision manufacturing firm specializing in mechanical and electrical engineering design, rapid prototyping, and production line assembly. Serving commercial, aerospace, and military sectors, Abaca offers a comprehensive suite of services including CNC machining, sheet metal fabrication, wire harnessing, electro-mechanical assembly, and spring and wire forming. Their facility is equipped with advanced machinery such as TorchMate HiDef Plasma CNC Profilers and South Bend lathes, enabling them to handle projects from custom prototypes to full-scale production. Operating under ISO-compliant guidelines and MIL-I-45208-A standards, Abaca emphasizes quality control, cost efficiency, and timely delivery, making them a reliable partner for complex manufacturing needs."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,"Bazz Houston is a seasoned manufacturer with over 50 years of experience, specializing in precision metal stamping and spring manufacturing. With ISO 9001:2008 certification, they ensure high-quality products tailored to customer specifications.",Consider reaching out to Bazz Houston to explore potential collaboration opportunities in the aerospace and defense sectors.,Bazz Houston,https://www.bhisolutions.com/,"Garden Grove, California",Manufacturer,150.0,"Fabrication,Sheet Metal,Springs & Wire Forming,Stamping","For over 50 years the Bazz Houston Company has been recognized as one of the best Metal Stamping Companies on the West Coast. It has two manufacturing facilities: Garden Grove, Southern California & Tijuana, Mexico




  The Bazz Houston Company is a manufacturer of world class products. All parts are made to precise customer specifications.




  Springs: Compression Springs, Extension Springs, Torsion Springs, Wire & Flat Strip Springs, Constant Force & Power Springs.




  Capability: .004” diameter to .312” diameter & .002” thick to .048” flat strip
  Materials: Springs are manufactured from a wide variety of materials including music wire, hard drawn, oil tempered, galvanized wire, stainless steels, and phosphor bronze, as well as exotics such as pre plated materials (gold, silver, tin), inconel, chrome vanadium and many others.




  Equipment: State of the art CNC wire forming capability as well as conventional spring coiling machines including: Itaya, Nu Coil, MEC, Sleeper/Hartley, Torrington, and many more.




  Stampings: Metal Stampings, Progressive Stampings, High Speed Stampings.




  Capability: Fine precision stampings from .004” to .250” thick. Can manufacture parts up to a 12” stroke, 18” width, and bed length up to 96”




  Materials: Wide variety of materials including carbon steels, stainless steels, phosphor bronze, BE CU as well as exotics such as pre-plated materials (gold, silver, tin), aluminum, inconel and many others.




  Equipment: Presses from 16 – 330 tons. A wide variety of OBI, GAP frame and STRAIGHT SIDE press machines including: MINSTER, BRUDERER, DANLY, AIDA, KOMATSU and many others.




  Wire Forms: Custom wire forms are produced in a wide range of materials on precision tooling produced in house.




  Capability: .004” diameter to .375 diameter and .002” thick to .060” strip material thickness.




  Materials: Custom Wire Forms are manufactured from a wide variety of materials including music wire, hard drawn, oil tempered, galvanized wire, stainless steels, and phosphor bronze, as well as exotics such as pre-plated materials (gold, silver, tin), inconel, chrome vanadium and many others.




  Equipment: State of the art CNC wire forming capability as well as a wide range of Four-Slide and Multi Slide machines ranging from S00 to size SF5.




  Fourslides: Quality parts are manufactured in a wide range of materials for Wire Forms; Clips; Flat Springs; Special Brackets.




  Capability: .010” to .375” wire diameter; .004” to .060” strip material thickness; Maximum progression up to 32 inches.




  Materials: Fourslides are manufactured from a wide variety of materials including music wire, hard drawn, oil tempered, galvanized wire, stainless steels, and phosphor bronze, as well as exotics such as pre-plated materials (gold, silver, tin), inconel, chrome vanadium and many others.




  Equipment: Fourslides in a wide variety of sizes: from S00 to S5F




  Assembly: Bending, Forming, Shearing, Riveting, Notching, Drilling. Assembly of springs, stampings and wire forms to mating parts is one of our specialties, whether fitting parts manufactured by us or by our customers.
  We also provide services for bracket assemblies and custom wire assemblies.




  Capability: Assemble our components to plastic or metal, and packaged to customer’s specifications.




  Equipment: Our secondary department has single stroke presses from 5 - 60 ton. Other equipment including: press brakes, spot welders, riveters, and other special equipment to meet your creative designs.
  Tooling: State of the art EDM Machines and CAD software operated by Tool Designers specializing in Progressive dies, Fourslide dies, Compound dies, and Single dies




  In addition, Bazz Houston offers:




  Engineering Support from original concept through prototype to finished product to ensure the highest quality product at the best possible price.




  Tooling: State of the art equipment allows them to produce standardized tooling to customer specifications within 3- 5 weeks. This time may be reduced even further under certain circumstances.




  Quality Assurance: both plants, Garden Grove, CA and Tijuana, Mexico are ISO 9001:2008 Registered




  Customer Service Support




  Bazz Houston’s Competitive Advantage:




  Versus China: Shorter Lead Time; Lower freight; No customs charges / delays.




  Problem Solving: Excellent in house engineering department becomes involved at the beginning of every project to verify the integrity of the product design & material used to ensure a quality product at the BEST possible price.




  Prototyping: All prototyping and short runs can be done within 2 weeks




  Tooling: Lead time for production from 3 – 5 weeks. Specializes in tooling for high volume production runs.




  Quality Control: ISO 9001:2008 Registered. Quality is guaranteed. For many of their customers this is done in house at Bazz Houston




  On Time Delivery




  Two manufacturing facilities: Garden Grove, CA & Tijuana, Mexico




  Inside Sales: A representative to guide and help through every step of the process on a daily basis.




  Bazz Houston works in a wide variety of industries Including: AEROSPACE: AUTOMOTIVE: COMPUTERS: DEFENSE: ELECTRONICS: HARDWARE: IRRIGATION: MEDICAL EQUIPMENT & DEVICES: RECREATION: TELECOMMUNICATIONS"
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,"Satisfaction Machine Group, LLC is a certified Aerospace manufacturer specializing in CNC vertical machining with a strong commitment to quality and precision. With AS9100D and ISO 9001 certifications, they are well-positioned to meet the stringent demands of the aerospace industry.",Consider reaching out to discuss potential collaboration opportunities and how our SaaS platform can enhance their operational efficiencies.,"Satisfaction Machine Group, LLC",https://www.satisfactionmachinegroup.com/,"Garner, North Carolina",Manufacturer,30.0,Machining,"We are an Aerospace AS9100D and ISO9001 Company. Satisfaction Machine Group, LLC (SMG) is a disabled veteran owned business. As a certified Aerospace Company we specialize in CNC vertical machining holding exacting tolerances for our customers. Our mission is to deliver absolutely perfect parts to our customers ahead of schedule for a reasonable price. Some of our current customers are Department of Defense, Allflight Corp, Hull Marine Products, Nuclear Physics Lab University of Michigan, Department of Aerospace Engineering, San Diego State University, Defense Logistics Agency, Troxler Electronic Laboratories, RMCI (Redstone). Our facility is in a environmentally controlled facility allowing us to hold perfect tolerances."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,"Aileron CNC is a seasoned player in the aerospace and defense sectors, boasting ISO 9001 and AS9100 certifications. With over 35 years of experience and partnerships with industry leaders like Boeing and Airbus, they are well-positioned for high-quality manufacturing solutions.",Consider reaching out to Aileron CNC to explore potential collaboration opportunities in aerospace and defense projects.,Aileron CNC,https://www.aileroncnc.com/about/#,"New York, New York",Job Shop / Contract Manufacturer,174.0,"Electro-Mechanical Assembly,Engineering & Design Services,Injection Molding,Machining","Having started as a family business, Aileron CNC (along with its sister company) has over 35 years of experience in the business. Aileron is a leading manufacturer for the marine, automotive, aviation and defense industries. With a team of experts, latest CNC machining units, meticulous operators, and valid certifications, we are able to produce, assemble and deliver your products efficiently and economically. We provide high-quality manufacturing, precision machining, engineering, aerospace, and assembly solutions at a competitive price range. Rest assured that we oversee every step of the manufacturing process from beginning to end. We have ISO 9001/AS9100 certifications. Steel, titanium, plastic, and metal alloys are machined in high RPM 5-axis CNC machines with extreme precision. Past partners include Boeing, Airbus and Sikorsky. For more info about our services, please visit: https://www.aileroncnc.com/about/#"
20,0,5,0,0,0,0,0,0,0,0,[],25,0,0,0,0,25,Disqualified,Aerospace/Defense,"Ace Air Manufacturing has a strong foothold in the aerospace sector, showcasing a commitment to quality and precision. With a focus on military and commercial aircraft, they are well-positioned to leverage advanced manufacturing technologies.",Consider reaching out to discuss potential collaboration opportunities and how our SaaS platform can enhance their operational efficiency.,Ace Air Manufacturing,https://www.aceairmfg.com/,"Gardena, California",Manufacturer,30.0,Machining,"Ace Air Manufacturing has been in business since 1955, producing high quality precision tooling, machined parts, and subassemblies for the military aerospace and commercial aircraft industry. We have earned a solid reputation over the years by producing products satisfying demanding quality standards while meeting customer schedule requirements. We have state of the art, well maintained machinery and inspection equipment with capabilities from conventional through 4-axis CNC machining. We have maintained and trained our staff and updated our equipment in order to be among the best aerospace part machining suppliers in the Southern California region."
20,0,5,0,0,0,0,0,0,0,0,[],25,0,0,0,0,25,Low,Aerospace/Defense,"BJ Grinding Inc is well-positioned in the Aerospace and Defense sectors, showcasing a strong commitment to quality and precision in manufacturing. With a legacy of working on critical military programs, they have the potential to enhance their operational capabilities with advanced SaaS solutions.",Engage BJ Grinding Inc with a tailored proposal highlighting how our platform can streamline their manufacturing processes and improve efficiency.,BJ Grinding Inc,https://www.bjgrinding.com/,California,,,Machining,"Located in Burbank, CA, Established in 1965. Our facility contains state of the art machines and embraces a tradition of quality and craftsmanship. BJG primarily manufacturers parts for commercial uses, military and defense, space exploration and medical companies. BJG has worked on several classified military programs including Northrop Grumman B-12 Bomber and Lockheed Martins Joint Striker F-35 Fighter. BJG has developed a trusted reputation for excellence, dependability and taking on difficult parts that most other companies don't want to take on. Specializing in Crush Form Grinding CNC I.D. - O.D. Precision Grinding Manufacture Complete Taper, Profile, Thread, Groove & Centerless Grinding. We can provide processes for Hard Chrome Plating, Magnetic & Penetrant Inspection, Surface Grinding, Lapping, Honing and Deburring."
20,0,5,0,0,0,0,0,0,0,0,[],25,0,0,0,0,25,Disqualified,General Manufacturing,"Loveridge Machine Company specializes in a wide range of manufacturing processes, including CNC milling and turning, with a strong commitment to quality and customer satisfaction. Their experience in aerospace and military sectors positions them as a valuable partner for complex manufacturing needs.",Explore potential collaboration opportunities by reaching out to discuss their current projects and needs.,Loveridge Machine Company,https://www.loveridgemachine.com/,"Murray, Utah",,75.0,"Die Casting,Electro-Mechanical Assembly,Fabrication,Investment Casting,Machining,RTV Molding,Sand Mold Casting,Sheet Metal,Stamping,Wire Harness","Located in heart of the Salt Lake Valley in the middle of the Rocky Mountains. Founded in 1975 as a family business we have a strong commitment to our customers and have a strong work ethic among our experienced employees. We specialize in production CNC Milling and turning. Our Milling Centers are Flexible Manufacturing Systems (FMS) capable of handling a large variety of parts up to 25"" (630MM) cube size with 4 and 5 axis capabilities. 3 and 4 axis milling capacity up to 40"" x 30"" x 120"". Our Turning Centers are equipped with Live Tooling and bar feeds, allowing for fewer operations on your parts and better quality. Turning capacities range from .05 to 25"" diam and up to 40"" long, including state of the art Robot loading controling of CNC Lathe for higher production requirements. We have an excellent Quality Assurance department to insure that you get exactly what you order. Additionally we have a tooling and prototype department to make those one of a kind parts. Our services include Engineering, Welding, Grinding Assembly plus we have an excellent local supplier base for raw materials and processing such as Heat treating, NDT Inspection and Plating processes. Our experience includes Aerospace, Military, Automotive, Industrial, Medical and others."
20,0,5,0,0,0,0,0,0,0,0,[],25,0,0,0,0,25,Low,Aerospace/Defense,"Trio Manufacturing has a strong legacy in the aerospace sector, providing precision machining and high-quality parts for leading aircraft companies. With a commitment to quality and advanced manufacturing capabilities, they are well-positioned to meet the demands of the industry.",Engage Trio Manufacturing with a tailored outreach highlighting potential collaboration opportunities in aerospace projects.,"Trio Manufacturing, Inc.",www.trulok.com.,"El Segundo, California",Job Shop / Contract Manufacturer,75.0,"Fabrication,Machining,Sheet Metal","Trio Manufacturing is a 64-year-old family business that began when its founder, Samuel Rinsler, made the courageous decision to leave steady employment with a major aerospace and defense company and embarked on his entrepreneurial journey. While evaluating his former employer's processes, he conceived one of the world's first mechanical countersink gages. Along with two co-workers he left the large firm and nurtured his concept to fruition. Eventually, the 3 partners went their separate ways and Trio became a bona-fide family owned business that has been under the management of three generations of the same dedicated family. The family has grown the initial product to become the gold standard for fastener related measurement by all of the world's leading commercial and military aircraft companies. Trio continues to manufacture the complete line of Trulok measuring instruments which can be viewed at www.trulok.com.
















  By 1960, Trio had firmly established itself as a world class builder of precision gages. This reputation led to Trio being invited to bid on machined flight parts and assemblies from companies such as McDonnell Douglas, Hughes and Menasco. One job led to another, and Trio quickly built a name as a first rate supplier of close tolerance parts. By 1965, Trio launched its contract manufacturing division to support the burgeoning Southern California aerospace industry.









  After Mr. Rinsler’s passing in 1994, his grandchildren, Michael and Brian Hunkins embarked on a major exspansion that the founder would be proud of. This growth resulted in the acquisition of state-of-the-art machinery , additional manpower and a move to a larger facility in El Segundo California. By 1997, Trio had outgrown its building which required it to move to its present home, a 40,000 square foot state of the art facility.









  Trio has continued to make considerable investments in the latest machine tool technology as evidenced by the 2011 opening of our high production wing. It features multiple palletized and multi access machining centers for lights out production of entire part families. Our commitment to upholding the high standard set by our founder has not wavered and we look forward to next chapter in our illustrious history.









  With more than 60 years of manufacturing experience, TRIO knows what it takes to consistently provide our valued customers with high quality parts and assemblies. Our strong discipline of quality control, coupled with the specialized skills of our manufacturing methods and technology allows us to meet and exceed your expectations. Call us today to find out why TRIO is the dependable supplier you've been looking for!









  Why Trio?




  • First Class Customer Service
  • Established Vendor Network
  • On-Site Ownership
  • In-House Design and Manufacturing Engineers
  • Pick-up and Delivery Service
  • Quick Turnaround
  • Computer Status Updates
  • 60 Years of Excellence




  Our Strengths




  • Precision Machining from Prototype to
  Production
  • Tooling and Fixture Experts
  • Assembly
  • Engineering
  • Programming
  • Hold tolerances to .00005”
  • World Class Inspection Department
  • Ability to accept multiple CAD formats
  including SAT, IGES, DXF, SOLID, WIRE and
  PROE
  • Ability to machine specialty metals such as
  titanium, tungsten and magnesium




  Capabilities




  • CNC Milling
  • CNC Turning
  • Wire and Sinker EDM
  • Surface, ID/OD Grinding
  • Honing
  • Conventional Milling and Turning
  • Jig Boring
  • Horizontal Milling
  • Bonding and Welding
  • Deburring




  Trio’s Facilities List




  BUILDING40,000 Square foot Facility
  Dock High Loading




  CNC MACHINING CENTERS




  Mori Seiki NH5000 Horizontal
  Mill, 6 Pallets, 10,000 RPM Cooled Spindle
  28” x 28” x 35”




  Akira-Seiki H4XP Horizontal
  Mill, 10,000 RPM Cooled Spindle
  22” x 20” x 20”




  Akira-Seiki V4C-XP
  10,000 RPM Cooled Spindle
  41” x 20” x 20” (Qty. 4)




  Akira-Seiki V2A-XP
  10,000 RPM Cooled Spindle
  20” x 20” x 24.5”




  Akira-Seiki V3A-XP
  10,000 RPM Cooled Spindle
  32” x 20” x 24.5”




  Fadal VMC 6030
  10,000 RPM Spindle *
  60”x 30”x 30”




  Fadal VMC 4020
  10,000 RPM Spindle *
  40”x 20”x 20” (Qty. 2)




  Fadal VMC 3016
  7,000 RPM Spindle *
  30”x 16”x 20” (Qty. 2)




  Fadal VMC 2016
  10,000 RPM Spindle *
  20”x 16”x 20” (Qty. 3)




  Haas VF-4
  7,500 RPM Spindle *
  50”x 20”x 25”




  Haas VF-2
  7,500 RPM Spindle *
  30”x 16”x 20”




  * with 4 Axis Rotary Table/ Indexer




  CNC TURNING CENTERS




  Mori Seiki NL2500
  Twin Spindle, Live Tooling, Bar Feeder




  Mori Seiki NL2000
  Twin Spindle, Live Tooling, Bar Feeder




  Okuma Cadet-C
  10”x 20”/ 8” Chucking Capacity




  Okuma Cadet-C Big Bore
  14”x 34”/ 10” Chucking Capacity




  Okuma Cadet-C
  10”x 20”/ 8” Chucking Capacity




  Haas HL-4 Lathe
  14”x 34”/ 2” Bar Feed Capacity




  Haas HL-2 Lathe
  10”x 20”/ 2” Bar Feed Capacity




  Hwacheon High Tech 100 B Lathe
  8.5”x 15.5” Chucking Capacity (Qty. 2)




  WIRE & SINKER EDM




  Sodik –AQ535L 21”x 13”x 12” Travel
  Sodik –AQ327L 14”x 11”x 12” Travel capability (Qty 2)
  Charmilles D10 Sinker
  5”x 6”x 9” Travel capability




  GRINDERS/ SURFACE OD/ ID




  Okamoto Surface Grinder
  12”x 24” DX/0.00005”




  Super Tec STP-618 Grinder
  12”x 18” 0.00001”




  Chevalier OD/ID Grinder
  12”x 24” 0.00001”




  MILLS/ LATHES – CONVENTIONAL




  Sip Jig Bore with DRO
  Bridgeport EZ TRAC DX (Qty. 3)
  Bridgeport Vertical Mills w/ DRO (Qty. 3)
  Sharp Tool Room Lathe with DRO
  Webb Lathe 22” (Qty. 2)
  Logan Lathe 14” (Qty. 2)
  Victor Lathe 16” w/ Sony DRO"
