id,source,institution_name,phone,contact_name,contact_position,contact_email,contact_phone,address,website,programs,location_parsed.city,location_parsed.state,location_parsed.country,processed_at,program_categories.welding,program_categories.hvac,program_categories.automotive,program_categories.construction,program_categories.electronics,program_categories.machining,program_categories.cad_cam,program_categories.plumbing,program_categories.woodworking
ts_0368,TRADE_SCHOOLS,Carrington College-Boise,2087793100,General Phone,General Phone,—,2087793100,"1122 N. Liberty St., Boise, ID 83704-8742",https://carrington.edu/,HVAC,1122 N. Liberty St.,Boise,ID 83704-8742,2025-09-22T09:01:54.565928,False,True,False,False,False,False,False,False,False
ts_0369,TRADE_SCHOOLS,College of Eastern Idaho,2085243000,Lori Barber,President,lori.barber@cei.edu,2085355419,"1600 S 25th E, Idaho Falls, ID 83404-5788",www.cei.edu/,CAD/CAM Drafting |HVAC|Welding,1600 S 25th E,Idaho Falls,ID 83404-5788,2025-09-22T09:01:54.565950,True,True,False,False,False,False,True,False,False
ts_0371,TRADE_SCHOOLS,Idaho State University,2082822700,Robert W. Wagner,President,president@isu.edu,2082823440,"921 S 8th Ave, Pocatello, ID 83209",www.isu.edu/,Diesel & Automotive Tech|CAD/CAM Drafting |Machine & Mechanical Systems|Welding,921 S 8th Ave,Pocatello,ID 83209,2025-09-22T09:01:54.565979,True,False,True,False,False,True,True,False,False
ts_0372,TRADE_SCHOOLS,Lewis-Clark State College,2087925272,Cynthia L. Pemberton,President,clpemberton@lcsc.edu,2087922216,"500 8th Ave, Lewiston, ID 83501-2698",www.lcsc.edu/,Diesel & Automotive Tech|Machine & Mechanical Systems|HVAC|Welding,500 8th Ave,Lewiston,ID 83501-2698,2025-09-22T09:01:54.565998,True,True,True,False,False,True,False,False,False
ts_0374,TRADE_SCHOOLS,North Idaho College,2087693300,Nick Swayne,President,Nick.Swayne@nic.edu,2087693303,"1000 West Garden Avenue, Coeur d'Alene, ID 83814-2199",https://www.nic.edu/,Diesel & Automotive Tech|HVAC|Machine & Mechanical Systems|Plumbing & Pipefitting|Welding,1000 West Garden Avenue,Coeur d'Alene,ID 83814-2199,2025-09-22T09:01:54.566027,True,True,True,False,False,True,False,True,False
ts_0376,TRADE_SCHOOLS,Brigham Young University-Idaho,2084961411,Shane Reese,President,Presidents-Office@byu.edu,8014222528,"525 S Center, Rexburg, ID 83460-1690",www.byui.edu/,Diesel & Automotive Tech|Construction|Welding,525 S Center,Rexburg,ID 83460-1690,2025-09-22T09:01:54.566056,True,False,True,True,False,False,False,False,False
ts_0378,TRADE_SCHOOLS,Southwestern Illinois College,6182352700,General Phone,General Phone,—,6182352700,"2500 Carlyle Ave, Belleville, IL 62221-5899",https://www.swic.edu/,Construction|HVAC|Plumbing & Pipefitting|Woodworking & Carpentry|Machine & Mechanical Systems|Welding|Electronics,2500 Carlyle Ave,Belleville,IL 62221-5899,2025-09-22T09:01:54.566085,True,True,False,True,True,True,False,True,True
ts_0379,TRADE_SCHOOLS,Black Hawk College,3097965000,Dr. Jeremy Thomas,President,thomasj@bhc.edu,3097965001,"6600-34th Avenue, Moline, IL 61265-5899",www.bhc.edu/,HVAC|CAD/CAM Drafting |Welding,6600-34th Avenue,Moline,IL 61265-5899,2025-09-22T09:01:54.566105,True,True,False,False,False,False,True,False,False
ts_0381,TRADE_SCHOOLS,Carl Sandburg College,3093442518,Seamus Reilly,President,president@sandburg.edu,3093415213,"2400 Tom L. Wilson Boulevard, Galesburg, IL 61401",www.sandburg.edu/,Welding|Diesel & Automotive Tech,2400 Tom L. Wilson Boulevard,Galesburg,IL 61401,2025-09-22T09:01:54.566133,True,False,True,False,False,False,False,False,False
ts_0383,TRADE_SCHOOLS,City Colleges of Chicago-Kennedy-King College,7736025000,"Katonja Webb Walker,",President,kwebb8@ccc.edu​,3123992710,"6301 S Halsted St, Chicago, IL 60621-2709",www.ccc.edu/colleges/kennedy/pages/default.aspx,Woodworking & Carpentry|HVAC|Plumbing & Pipefitting|Diesel & Automotive Tech|Welding,6301 S Halsted St,Chicago,IL 60621-2709,2025-09-22T09:01:54.566162,True,True,True,False,False,False,False,True,True
ts_0385,TRADE_SCHOOLS,City Colleges of Chicago-Olive-Harvey College,7732916100,Kimberly Hollingsworth,President,khollingsworth@ccc.edu,3123207810,"10001 S Woodlawn Ave, Chicago, IL 60628-1696",www.ccc.edu/colleges/olive-harvey/Pages/default.aspx,Diesel & Automotive Tech,10001 S Woodlawn Ave,Chicago,IL 60628-1696,2025-09-22T09:01:54.566190,False,False,True,False,False,False,False,False,False
ts_0387,TRADE_SCHOOLS,City Colleges of Chicago-Harry S Truman College,7739074000,Shawn L. Jackson,President,​sljackson@ccc.edu​,,"1145 W Wilson Ave., Chicago, IL 60640-6063",www.ccc.edu/colleges/truman/Pages/default.aspx,CAD/CAM Drafting |Diesel & Automotive Tech,1145 W Wilson Ave.,Chicago,IL 60640-6063,2025-09-22T09:01:54.566220,False,False,True,False,False,False,True,False,False
ts_0389,TRADE_SCHOOLS,City Colleges of Chicago-Richard J Daley College,7738387500,Peggy A. Korellis,President,​pkorellis@ccc.edu​  ,,"7500 S Pulaski Rd, Chicago, IL 60652-1299",ccc.edu/colleges/daley/pages/default.aspx,Welding|Machine & Mechanical Systems|CAD/CAM Drafting,7500 S Pulaski Rd,Chicago,IL 60652-1299,2025-09-22T09:01:54.566248,True,False,False,False,False,True,True,False,False
ts_0391,TRADE_SCHOOLS,Danville Area Community College,2174433222,Randall Fletcher,President,rfetcher@dacc.edu,2176491340,"2000 E Main St, Danville, IL 61832-5118",www.dacc.edu/,Construction|Plumbing & Pipefitting|Woodworking & Carpentry,2000 E Main St,Danville,IL 61832-5118,2025-09-22T09:01:54.566277,False,False,False,True,False,False,False,True,True
ts_0393,TRADE_SCHOOLS,College of DuPage,6309422800,Muddassir Siddiqi,President,officeofthepresident@cod.edu,7087521435,"425 Fawell Blvd., Glen Ellyn, IL 60137-6599",www.cod.edu/,Diesel & Automotive Tech|Machine & Mechanical Systems|Welding|Electronics|CAD/CAM Drafting|HVAC,425 Fawell Blvd.,Glen Ellyn,IL 60137-6599,2025-09-22T09:01:54.566306,True,True,True,False,True,True,True,False,False
ts_0395,TRADE_SCHOOLS,Elgin Community College,8476971000,Peggy Heinrich,President,pheinrich@elgin.edu,8472147374,"1700 Spartan Drive, Elgin, IL 60123-7193",www.elgin.edu/,Diesel & Automotive Tech|Welding|HVAC|Machine & Mechanical Systems,1700 Spartan Drive,Elgin,IL 60123-7193,2025-09-22T09:01:54.566335,True,True,True,False,False,True,False,False,False
ts_0397,TRADE_SCHOOLS,Highland Community College,8152356121,Vincent Bowhay,President,vbowhay@highlandcc.edu,7859694245,"2998 W Pearl City Rd, Freeport, IL 61032-9341",www.highland.edu/,Diesel & Automotive Tech|HVAC|Welding,2998 W Pearl City Rd,Freeport,IL 61032-9341,2025-09-22T09:01:54.566363,True,True,True,False,False,False,False,False,False
ts_0399,TRADE_SCHOOLS,Illinois Central College,3096945422,Sheila Quirk-Bailey,President,sheila.quirk-bailey@icc.edu,3096945520,"1 College Drive, East Peoria, IL 61635-0001",icc.edu/,HVAC|Welding|Diesel & Automotive Tech|CAD/CAM Drafting |Construction|Machine & Mechanical Systems,1 College Drive,East Peoria,IL 61635-0001,2025-09-22T09:01:54.566391,True,True,True,True,False,True,True,False,False
ts_0402,TRADE_SCHOOLS,Illinois Valley Community College,8152242720,Tracy Morris,President,Tracy_Morris@ivcc.edu,8152240404302,"815 N Orlando Smith Road, Oglesby, IL 61348-9692",https://www.ivcc.edu/,HVAC|Diesel & Automotive Tech|Machine & Mechanical Systems|CAD/CAM Drafting |Electronics|Welding,815 N Orlando Smith Road,Oglesby,IL 61348-9692,2025-09-22T09:01:54.566429,True,True,True,False,True,True,True,False,False
ts_0404,TRADE_SCHOOLS,John A Logan College,6189852828,Kirk Overstreet,President,kirk.overstreet@jalc.edu,7087444209,"700 Logan College Drive, Carterville, IL 62918-2500",https://www.jalc.edu/,Welding|HVAC|Electronics,700 Logan College Drive,Carterville,IL 62918-2500,2025-09-22T09:01:54.566457,True,True,False,False,True,False,False,False,False
ts_0406,TRADE_SCHOOLS,John Wood Community College,2172246500,Josh Welker,President,jwelker@jwcc.edu,2176414110,"1301 S 48th Street, Quincy, IL 62305-8736",www.jwcc.edu/,CAD/CAM Drafting |Diesel & Automotive Tech|Machine & Mechanical Systems|Electronics|HVAC|Welding,1301 S 48th Street,Quincy,IL 62305-8736,2025-09-22T09:01:54.566486,True,True,True,False,True,True,True,False,False
ts_0408,TRADE_SCHOOLS,Joliet Junior College,8157299020,Clyne Namuo,President,president@jjc.edu,8152802207,"1215 Houbolt Rd, Joliet, IL 60431-8938",www.jjc.edu/,Welding|Diesel & Automotive Tech|Machine & Mechanical Systems|HVAC|Electronics,1215 Houbolt Rd,Joliet,IL 60431-8938,2025-09-22T09:01:54.566515,True,True,True,False,True,True,False,False,False
ts_0410,TRADE_SCHOOLS,Kankakee Community College,8158028100,Michael Glen Boyd,President & Chief Executive Officer,mboyd@kcc.edu,8158028400,"100 College Drive, Kankakee, IL 60901",https://www.kcc.edu/,Plumbing & Pipefitting,100 College Drive,Kankakee,IL 60901,2025-09-22T09:01:54.566543,False,False,False,False,False,False,False,True,False
ts_0412,TRADE_SCHOOLS,Kaskaskia College,6185453000,Cydney Richardson,Coordinator of Workforce Development & Community Education,crichardson@kaskaskia.edu,6185453256,"27210 College Rd, Centralia, IL 62801",https://www.kaskaskia.edu/,Welding|Diesel & Automotive Tech|Woodworking & Carpentry|HVAC|CAD/CAM Drafting |Construction,27210 College Rd,Centralia,IL 62801,2025-09-22T09:01:54.566572,True,True,True,True,False,False,True,False,True
ts_0414,TRADE_SCHOOLS,Kishwaukee College,8158252086,Laurie Borowicz,President,lborowicz@kish.edu,8158259334,"21193 Malta Rd, Malta, IL 60150-9699",www.kish.edu/,Diesel & Automotive Tech|Machine & Mechanical Systems|Welding,21193 Malta Rd,Malta,IL 60150-9699,2025-09-22T09:01:54.566601,True,False,True,False,False,True,False,False,False
ts_0416,TRADE_SCHOOLS,College of Lake County,8475432000,Lori Suddick,President,president@clcillinois.edu,8475432200,"19351 W Washington St., Grayslake, IL 60030-1198",www.clcillinois.edu/,Welding|CAD/CAM Drafting |Diesel & Automotive Tech|Machine & Mechanical Systems|HVAC,19351 W Washington St.,Grayslake,IL 60030-1198,2025-09-22T09:01:54.566630,True,True,True,False,False,True,True,False,False
ts_0417,TRADE_SCHOOLS,Lake Land College,2172345253,Dr. Jonathan Bullock,President,officeofthepresident@lakelandcollege.edu,2172345222,"5001 Lake Land Blvd, Mattoon, IL 61938",www.lakelandcollege.edu/,Welding|Electronics|Machine & Mechanical Systems,5001 Lake Land Blvd,Mattoon,IL 61938,2025-09-22T09:01:54.566671,True,False,False,False,True,True,False,False,False
ts_0419,TRADE_SCHOOLS,Lincoln Land Community College,2177862200,Charlotte J. Warren,President,Charlotte.Warren@llcc.edu,2177862274,"5250 Shepherd Rd, Springfield, IL 62794-9256",www.llcc.edu/,Diesel & Automotive Tech|Construction|HVAC|Welding,5250 Shepherd Rd,Springfield,IL 62794-9256,2025-09-22T09:01:54.566749,True,True,True,True,False,False,False,False,False
ts_0421,TRADE_SCHOOLS,Lincoln College of Technology-Melrose Park,7083444700,General Contact,General Contact,—,7083444700,"8317 W North Avenue, Melrose Park, IL 60160-1605",www.lincolntech.edu/campus/melrose-park-il,Welding|HVAC|Diesel & Automotive Tech|Electronics,8317 W North Avenue,Melrose Park,IL 60160-1605,2025-09-22T09:01:54.566791,True,True,True,False,True,False,False,False,False
ts_0422,TRADE_SCHOOLS,McHenry County College,8154553700,"Clint Gabbard, Ph.D.",President,cgabbard@mchenry.edu,8154558726,"8900 US Hwy 14, Crystal Lake, IL 60012-2761",www.mchenry.edu/,Diesel & Automotive Tech|Machine & Mechanical Systems|Construction|HVAC|Welding,8900 US Hwy 14,Crystal Lake,IL 60012-2761,2025-09-22T09:01:54.566814,True,True,True,True,False,True,False,False,False
ts_0423,TRADE_SCHOOLS,Moraine Valley Community College,7089744300,Pamela Haney,President,president@morainevalley.edu,7089745201,"9000 W. College Parkway, Palos Hills, IL 60465-0937",www.morainevalley.edu/,CAD/CAM Drafting |Diesel & Automotive Tech|HVAC|Electronics|Welding|Machine & Mechanical Systems,9000 W. College Parkway,Palos Hills,IL 60465-0937,2025-09-22T09:01:54.566836,True,True,True,False,True,True,True,False,False
ts_0425,TRADE_SCHOOLS,Morrison Institute of Technology,8157727218,Christopher Scott,President,cdscott@morrisontech.edu,8157727218212,"701 Portland Ave, Morrison, IL 61270-2959",www.morrisontech.edu/,Diesel & Automotive Tech|CAD/CAM Drafting,701 Portland Ave,Morrison,IL 61270-2959,2025-09-22T09:01:54.566868,False,False,True,False,False,False,True,False,False
ts_0427,TRADE_SCHOOLS,Morton College,7086568000,Keith McLaughlin ,President,Keith.McLaughlin@morton.edu,70865680002277,"3801 S Central Ave, Cicero, IL 60804-4398",www.morton.edu/,Diesel & Automotive Tech|CAD/CAM Drafting |HVAC|Welding,3801 S Central Ave,Cicero,IL 60804-4398,2025-09-22T09:01:54.566898,True,True,True,False,False,False,True,False,False
ts_0429,TRADE_SCHOOLS,Oakton College,8476351600,Joianne Smith,President,joismith@oakton.edu,8476351801,"1600 E Golf Rd., Des Plaines, IL 60016-1268",www.oakton.edu/,Diesel & Automotive Tech|CAD/CAM Drafting |Electronics|Welding,1600 E Golf Rd.,Des Plaines,IL 60016-1268,2025-09-22T09:01:54.566928,True,False,True,False,True,False,True,False,False
ts_0431,TRADE_SCHOOLS,Parkland College,2173512200,Pamela Lau,President,plau@parkland.edu,2173512231,"2400 W Bradley Ave, Champaign, IL 61821-1899",https://www.parkland.edu/,Diesel & Automotive Tech|Electronics|HVAC|Machine & Mechanical Systems|Construction,2400 W Bradley Ave,Champaign,IL 61821-1899,2025-09-22T09:01:54.566957,False,True,True,True,True,True,False,False,False
ts_0433,TRADE_SCHOOLS,Prairie State College,7087093500,Michael Anthony,President,manthony@prairiestate.edu,70870936592272,"202 South Halsted Street, Chicago Heights, IL 60411-8226",prairiestate.edu/,Diesel & Automotive Tech|CAD/CAM Drafting |HVAC|Welding,202 South Halsted Street,Chicago Heights,IL 60411-8226,2025-09-22T09:01:54.566987,True,True,True,False,False,False,True,False,False
ts_0435,TRADE_SCHOOLS,Rend Lake College,6184375321,Lori Ragland,President,ragland@rlc.edu,61843753211200,"468 N Ken Gray Pkwy, Ina, IL 62846",www.rlc.edu/,Diesel & Automotive Tech|HVAC|Welding,468 N Ken Gray Pkwy,Ina,IL 62846,2025-09-22T09:01:54.567016,True,True,True,False,False,False,False,False,False
ts_0437,TRADE_SCHOOLS,Richland Community College,2178757200,Cristobal Valdez,President,cvaldez@richland.edu,21787572006200,"One College Park, Decatur, IL 62521-8513",https://www.richland.edu/,Diesel & Automotive Tech|HVAC|Welding,One College Park,Decatur,IL 62521-8513,2025-09-22T09:01:54.567046,True,True,True,False,False,False,False,False,False
ts_0439,TRADE_SCHOOLS,Rock Valley College,8159217821,Howard Spearman,President,H.Spearman@RockValleyCollege.edu,8159214008,"3301 N Mulford Rd, Rockford, IL 61114-5699",www.rockvalleycollege.edu/,Welding|Construction|Machine & Mechanical Systems|Electronics|Diesel & Automotive Tech,3301 N Mulford Rd,Rockford,IL 61114-5699,2025-09-22T09:01:54.567076,True,False,True,True,True,True,False,False,False
ts_0441,TRADE_SCHOOLS,Sauk Valley Community College,8152885511, Dave Hellmich,President,david.m.hellmich@svcc.edu,8158356300300,"173 Illinois Rt 2, Dixon, IL 61021-9112",www.svcc.edu/,HVAC|Machine & Mechanical Systems|Welding,173 Illinois Rt 2,Dixon,IL 61021-9112,2025-09-22T09:01:54.567106,True,True,False,False,False,True,False,False,False
ts_0443,TRADE_SCHOOLS,Shawnee Community College,6186343200,Tim Taylor,President,timt@shawneecc.edu,6186343260,"8364 Shawnee College Rd, Ullin, IL 62992",https://shawneecc.edu/,Diesel & Automotive Tech|HVAC|Welding|Construction,8364 Shawnee College Rd,Ullin,IL 62992,2025-09-22T09:01:54.567140,True,True,True,True,False,False,False,False,False
ts_0445,TRADE_SCHOOLS,Southeastern Illinois College,6182525400,Karen Weiss,President,karen.weiss@sic.edu,61825254002100,"3575 College Road, Harrisburg, IL 62946",www.sic.edu/,Diesel & Automotive Tech|Welding,3575 College Road,Harrisburg,IL 62946,2025-09-22T09:01:54.567173,True,False,True,False,False,False,False,False,False
ts_0447,TRADE_SCHOOLS,Spoon River College,3096474645,General Contact,General Contact,—,3096474645,"23235 North County 22, Canton, IL 61520-8622",www.src.edu/,Diesel & Automotive Tech|Welding,23235 North County 22,Canton,IL 61520-8622,2025-09-22T09:01:54.567202,True,False,True,False,False,False,False,False,False
ts_0448,TRADE_SCHOOLS,Taylor Business Institute,3126585100,General Contact,General Contact,—,3126585100,"180 North Wabash Avenue, Fifth Floor, Chicago, IL 60601",www.tbiil.edu/,Electronics,180 North Wabash Avenue,Fifth Floor,Chicago,2025-09-22T09:01:54.567222,False,False,False,False,True,False,False,False,False
ts_0449,TRADE_SCHOOLS,Triton College,7084560300,Mary-Rita Moore,President,maryritamoore@triton.edu,70845603003200,"2000 5th Ave, River Grove, IL 60171-1995",www.triton.edu/,HVAC|Diesel & Automotive Tech,2000 5th Ave,River Grove,IL 60171-1995,2025-09-22T09:01:54.567243,False,True,True,False,False,False,False,False,False
ts_0450,TRADE_SCHOOLS,Ivy Tech Community College,8884895463,Dr. Marty Pollio,President,martypollio@ivytech.edu,,"50 W. Fall Creek Parkway N. Drive, Indianapolis, IN 46208-5752",www.ivytech.edu/,Construction|Machine & Mechanical Systems|HVAC|Electronics|Diesel & Automotive Tech,50 W. Fall Creek Parkway N. Drive,Indianapolis,IN 46208-5752,2025-09-22T09:01:54.567264,False,True,True,True,True,True,False,False,False
ts_0452,TRADE_SCHOOLS,Lincoln College of Technology-Indianapolis,3176325553,General Phone,General Phone,—,3176325553,"7225 Winton Drive - Building 128, Indianapolis, IN 46268",www.lincolntech.edu/campus/indianapolis-in,HVAC|Welding|Diesel & Automotive Tech|Electronics,7225 Winton Drive - Building 128,Indianapolis,IN 46268,2025-09-22T09:01:54.567294,True,True,True,False,True,False,False,False,False
ts_0453,TRADE_SCHOOLS,Vincennes University,8128888888,Dr. Chuck Johnson,President,president@vinu.edu,,"1002 N First St, Vincennes, IN 47591",https://www.vinu.edu/,Diesel & Automotive Tech|Construction|Machine & Mechanical Systems|CAD/CAM Drafting |Electronics,1002 N First St,Vincennes,IN 47591,2025-09-22T09:01:54.567314,False,False,True,True,True,True,True,False,False
ts_0454,TRADE_SCHOOLS,Des Moines Area Community College,5159646200,Rob J. Denson,President,rjdenson@dmacc.edu,5153607911,"2006 Ankeny Blvd, Ankeny, IA 50023-3993",https://www.dmacc.edu/,Machine & Mechanical Systems|Diesel & Automotive Tech|Construction|Electronics|HVAC,2006 Ankeny Blvd,Ankeny,IA 50023-3993,2025-09-22T09:01:54.567334,False,True,True,True,True,True,False,False,False
ts_0456,TRADE_SCHOOLS,Ellsworth Community College,8003229235,Barb Klein,"President, Provost",Barb.Klein@iavalley.edu,6416484611,"1100 College Ave, Iowa Falls, IA 50126",https://ecc.iavalley.edu/,Welding,1100 College Ave,Iowa Falls,IA 50126,2025-09-22T09:01:54.567364,True,False,False,False,False,False,False,False,False
ts_0458,TRADE_SCHOOLS,Eastern Iowa Community College District,5633363300,Bryan Renfro,Chancellor,brenfro@eicc.edu,5633363301,"101 W Third Street, Davenport, IA 52801-1221",www.eicc.edu/,Welding|HVAC|Construction|Diesel & Automotive Tech,101 W Third Street,Davenport,IA 52801-1221,2025-09-22T09:01:54.567394,True,True,True,True,False,False,False,False,False
ts_0460,TRADE_SCHOOLS,Hawkeye Community College,3192962320,Aaron Sauerbrei,Vice President of Strategic Partnerships & Workforce Education,aaron.sauerbrei@hawkeyecollege.edu,31929623203003,"1501 E Orange Rd, Waterloo, IA 50701",www.hawkeyecollege.edu/,Machine & Mechanical Systems|Welding|Diesel & Automotive Tech,1501 E Orange Rd,Waterloo,IA 50701,2025-09-22T09:01:54.567424,True,False,True,False,False,True,False,False,False
ts_0462,TRADE_SCHOOLS,Indian Hills Community College,6416835111,Matt Thompson,President,Matt.Thompson@indianhills.edu,6416835124,"525 Grandview Ave, Ottumwa, IA 52501",https://www.indianhills.edu/,Construction|Electronics|HVAC|Welding|Machine & Mechanical Systems|Diesel & Automotive Tech,525 Grandview Ave,Ottumwa,IA 52501,2025-09-22T09:01:54.567453,True,True,True,True,True,True,False,False,False
ts_0463,TRADE_SCHOOLS,Iowa Central Community College,8003622793,Jesse Ulrich,President,ulrich@iowacentral.edu,5154181240,"One Triton Circle, Fort Dodge, IA 50501",www.iowacentral.edu/,Diesel & Automotive Tech|HVAC|Woodworking & Carpentry|Plumbing & Pipefitting|Electronics|Machine & Mechanical Systems|Welding,One Triton Circle,Fort Dodge,IA 50501,2025-09-22T09:01:54.567474,True,True,True,False,True,True,False,True,True
ts_0464,TRADE_SCHOOLS,Iowa Lakes Community College,7123622601,Scott Stokes,President,scotts@ilec.coop,7122091605,"19 S 7th St, Estherville, IA 51334-2295",www.iowalakes.edu/,Welding|Construction|Diesel & Automotive Tech|Electronics|HVAC,19 S 7th St,Estherville,IA 51334-2295,2025-09-22T09:01:54.567494,True,True,True,True,True,False,False,False,False
ts_0466,TRADE_SCHOOLS,Iowa Western Community College,7123253200,Dan Kinney,President,kinney@iwcc.edu,,"2700 College Rd, Council Bluffs, IA 51503-1057",www.iwcc.edu/,Diesel & Automotive Tech|HVAC|CAD/CAM Drafting |Plumbing & Pipefitting|Construction,2700 College Rd,Council Bluffs,IA 51503-1057,2025-09-22T09:01:54.567523,False,True,True,True,False,False,True,True,False
ts_0468,TRADE_SCHOOLS,Kirkwood Community College,3193985411,Kristie Fisher,President,kristie.fisher@kirkwood.edu,3193985500,"6301 Kirkwood Blvd SW, Cedar Rapids, IA 52406-2068",www.kirkwood.edu/,Welding|CAD/CAM Drafting |Diesel & Automotive Tech|Construction|Machine & Mechanical Systems|Woodworking & Carpentry|Plumbing & Pipefitting|HVAC,6301 Kirkwood Blvd SW,Cedar Rapids,IA 52406-2068,2025-09-22T09:01:54.567552,True,True,True,True,False,True,True,True,True
ts_0470,TRADE_SCHOOLS,Marshalltown Community College,6417527106,Anne Howsare Boyens,President,anne.boyens@iavalley.edu,5153060311,"3700 S Center St, Marshalltown, IA 50158",https://mcc.iavalley.edu/,Diesel & Automotive Tech|Construction|Welding|Machine & Mechanical Systems,3700 S Center St,Marshalltown,IA 50158,2025-09-22T09:01:54.567585,True,False,True,True,False,True,False,False,False
ts_0472,TRADE_SCHOOLS,North Iowa Area Community College,6414231264,Joel C. Pedersen,President,jpedersen@niacc.edu,6417990536,"500 College Dr, Mason City, IA 50401",www.niacc.edu/,Welding|Diesel & Automotive Tech|Construction|HVAC|Machine & Mechanical Systems,500 College Dr,Mason City,IA 50401,2025-09-22T09:01:54.567613,True,True,True,True,False,True,False,False,False
ts_0474,TRADE_SCHOOLS,Northeast Iowa Community College,8446422338,Amy Gaffney,Vice President of Student Services,gaffneya@nicc.edu,84464223381125,"1625 Hwy 150, Calmar, IA 52132-0400",https://www.nicc.edu/,Construction|Welding|Plumbing & Pipefitting|HVAC,1625 Hwy 150,Calmar,IA 52132-0400,2025-09-22T09:01:54.567643,True,True,False,True,False,False,False,True,False
ts_0476,TRADE_SCHOOLS,Southeastern Community College,3197522731,General Phone,General Phone,—,3197522731,"1500 West Agency Road, West Burlington, IA 52655-0180",www.scciowa.edu/,Welding|HVAC|Woodworking & Carpentry,1500 West Agency Road,West Burlington,IA 52655-0180,2025-09-22T09:01:54.567672,True,True,False,False,False,False,False,False,True
ts_0477,TRADE_SCHOOLS,Western Iowa Tech Community College,7122748733,Dr. Terry Murrell,President,terry.murrell@witcc.edu,7123173154,"4647 Stone Ave, Sioux City, IA 51102-5199",https://www.witcc.edu/,Construction|HVAC|Diesel & Automotive Tech|CAD/CAM Drafting |Welding|Machine & Mechanical Systems|Plumbing & Pipefitting,4647 Stone Ave,Sioux City,IA 51102-5199,2025-09-22T09:01:54.567692,True,True,True,True,False,True,True,True,False
ts_0479,TRADE_SCHOOLS,Allen County Community College,6203655116,Lyvier Leffler,President,leffler@allencc.edu,6209016341,"1801 N Cottonwood, Iola, KS 66749",https://www.allencc.edu/,Machine & Mechanical Systems|Diesel & Automotive Tech,1801 N Cottonwood,Iola,KS 66749,2025-09-22T09:01:54.567720,False,False,True,False,False,True,False,False,False
ts_0481,TRADE_SCHOOLS,Barton County Community College,6207922701,Marcus Garstecki,President,GarsteckiM@bartonccc.edu,6207922701301,"245 NE 30th Road, Great Bend, KS 67530",https://www.bartonccc.edu/,Construction|Plumbing & Pipefitting|Welding,245 NE 30th Road,Great Bend,KS 67530,2025-09-22T09:01:54.567749,True,False,False,True,False,False,False,True,False
ts_0483,TRADE_SCHOOLS,Butler Community College,3163212222,Dr. Tamara Daniel,President,tdaniel2@butlercc.edu,3163223100,"901 S Haverhill Rd, El Dorado, KS 67042-3280",www.butlercc.edu/,Plumbing & Pipefitting|Construction,901 S Haverhill Rd,El Dorado,KS 67042-3280,2025-09-22T09:01:54.567778,False,False,False,True,False,False,False,True,False
ts_0485,TRADE_SCHOOLS,Cloud County Community College,7852431435,Amber Knoettgen,President,—,8007295101201,"2221 Campus Dr, Concordia, KS 66901-1002",https://www.cloud.edu/,Welding,2221 Campus Dr,Concordia,KS 66901-1002,2025-09-22T09:01:54.567809,True,False,False,False,False,False,False,False,False
ts_0486,TRADE_SCHOOLS,Coffeyville Community College,6202517700,Dr. Marlon Thornburg,President,—,6202527115,"400 W 11th St, Coffeyville, KS 67337-5064",www.coffeyville.edu/,Diesel & Automotive Tech|Construction|HVAC|Machine & Mechanical Systems|Welding,400 W 11th St,Coffeyville,KS 67337-5064,2025-09-22T09:01:54.567830,True,True,True,True,False,True,False,False,False
ts_0488,TRADE_SCHOOLS,Cowley County Community College,6204420430,Dr. Michelle Schoon,President,michelle.schoon@cowley.edu,6204415234,"125 S 2nd St, Arkansas City, KS 67005",www.cowley.edu/,Diesel & Automotive Tech|Construction|Machine & Mechanical Systems|Welding|Woodworking & Carpentry,125 S 2nd St,Arkansas City,KS 67005,2025-09-22T09:01:54.567859,True,False,True,True,False,True,False,False,True
ts_0490,TRADE_SCHOOLS,Dodge City Community College,6202251321,"Harold Nolte, EdD",President,hnolte@dc3.edu,6202279378,"2501 N 14th Ave, Dodge City, KS 67801-2399",https://dc3.edu/,Diesel & Automotive Tech|Construction|HVAC|Welding,2501 N 14th Ave,Dodge City,KS 67801-2399,2025-09-22T09:01:54.567888,True,True,True,True,False,False,False,False,False
ts_0492,TRADE_SCHOOLS,Flint Hills Technical College,6203434600,Caron Daugherty,President,—,6203411306,"3301 W 18th St, Emporia, KS 66801-5957",www.fhtc.edu/,Diesel & Automotive Tech|Welding,3301 W 18th St,Emporia,KS 66801-5957,2025-09-22T09:01:54.567917,True,False,True,False,False,False,False,False,False
ts_0493,TRADE_SCHOOLS,Fort Hays State University,7856283478,General Contact,General Contact,—,7856283478,"600 Park St, Hays, KS 67601-4099",www.fhsu.edu/,Construction,600 Park St,Hays,KS 67601-4099,2025-09-22T09:01:54.567937,False,False,False,True,False,False,False,False,False
ts_0494,TRADE_SCHOOLS,Fort Scott Community College,6202232700,Dr. Jack Welch,President,jackw@fortscott.edu,62022327005200,"2108 S Horton, Fort Scott, KS 66701",www.fortscott.edu/,Construction|HVAC|Welding,2108 S Horton,Fort Scott,KS 66701,2025-09-22T09:01:54.567960,True,True,False,True,False,False,False,False,False
